table_name,n_vectors,log2_1p_n,ef_search,topk,query_count,mean_latency_ms,median_latency_ms,p95_latency_ms
veda_cost_wiki_current_10000,10000,13.287856641840545,1,1,50,0.4889,0.4995,0.7862
veda_cost_wiki_current_50000,50000,15.609669328049094,1,1,50,0.6960199999999999,0.739,1.0884999999999996
veda_cost_wiki_current_100000,100000,16.609654901315086,1,1,50,0.8856,0.935,1.4962999999999997
veda_cost_wiki_current_300000,300000,18.19460778413342,1,1,50,1.05448,1.046,2.013549999999999
